;article_name;country;region;revision_id;article_quality;population
15502;Esko Seppänen;Finland;EUROPE;788792638.0;Start;5.529
15503;Ilkka Suominen;Finland;EUROPE;788792641.0;Stub;5.529
15504;Marjo Matikainen-Kallström;Finland;EUROPE;788792649.0;Start;5.529
15505;Matti Wuori;Finland;EUROPE;788792659.0;Stub;5.529
15506;Ulpu Iivari;Finland;EUROPE;788792689.0;Stub;5.529
15507;Uma Aaltonen;Finland;EUROPE;788792692.0;Stub;5.529
15508;Matti Torvinen;Finland;EUROPE;788848033.0;Stub;5.529
15509;Pentti Väänänen;Finland;EUROPE;788877749.0;Stub;5.529
15510;Konni Zilliacus (senior);Finland;EUROPE;789006953.0;Start;5.529
15511;Anne Huotari;Finland;EUROPE;789318196.0;Stub;5.529
15512;Anne Kalmari;Finland;EUROPE;789318677.0;Stub;5.529
15513;Anne Louhelainen;Finland;EUROPE;789320178.0;Stub;5.529
15514;Anni Flinck;Finland;EUROPE;789339395.0;Stub;5.529
15515;Anni Savolainen-Tapaninen;Finland;EUROPE;789339474.0;Stub;5.529
15516;Antero Väyrynen;Finland;EUROPE;789390390.0;Stub;5.529
15517;Antti Kaarne;Finland;EUROPE;789493217.0;Stub;5.529
15518;Antti Linna;Finland;EUROPE;789493361.0;Stub;5.529
15519;Antti Tossavainen;Finland;EUROPE;789493672.0;Stub;5.529
15520;Antti Tulenheimo;Finland;EUROPE;789493689.0;Stub;5.529
15521;Armas Härkönen;Finland;EUROPE;789734135.0;Stub;5.529
15522;Arto Lahti;Finland;EUROPE;789853607.0;Stub;5.529
15523;Arthur af Forselles;Finland;EUROPE;789885427.0;Stub;5.529
15524;Astrid Thors;Finland;EUROPE;790016512.0;Start;5.529
15525;August Hyöki;Finland;EUROPE;790132557.0;Stub;5.529
15526;August Nybergh;Finland;EUROPE;790133764.0;Stub;5.529
15527;Katri Kulmuni;Finland;EUROPE;790296723.0;Stub;5.529
15528;Riitta Uosukainen;Finland;EUROPE;790303713.0;Start;5.529
15529;Kaisa Raatikainen;Finland;EUROPE;790422107.0;Stub;5.529
15530;Tiina Wilén-Jäppinen;Finland;EUROPE;790691744.0;Stub;5.529
15531;Eljas Erkko;Finland;EUROPE;790861042.0;Start;5.529
15532;Woldemar von Daehn;Finland;EUROPE;790987038.0;Stub;5.529
15533;Juha Rehula;Finland;EUROPE;791107435.0;Stub;5.529
15534;Sari Essayah;Finland;EUROPE;791294341.0;Start;5.529
15535;Jaakko Laakso;Finland;EUROPE;791905434.0;Stub;5.529
15536;Anna Kontula;Finland;EUROPE;792015541.0;Start;5.529
15537;Mikhail Borovitinov;Finland;EUROPE;792296715.0;Start;5.529
15538;Piia-Noora Kauppi;Finland;EUROPE;792668464.0;Start;5.529
15539;Pekka Paavola;Finland;EUROPE;792750561.0;Start;5.529
15540;Frans Oskar Lilius;Finland;EUROPE;792750814.0;Stub;5.529
15541;Keijo Korhonen;Finland;EUROPE;793087836.0;Start;5.529
15542;Ari Vatanen;Finland;EUROPE;793295238.0;C;5.529
15543;Lasse Virén;Finland;EUROPE;793445713.0;C;5.529
15544;Eero Akaan-Penttilä;Finland;EUROPE;794087568.0;Stub;5.529
15545;Pirkko Aro;Finland;EUROPE;794485722.0;Stub;5.529
15546;Claes Andersson;Finland;EUROPE;794530657.0;Stub;5.529
15547;Carl Björkman (politician);Finland;EUROPE;795197229.0;Stub;5.529
15548;Niilo Wälläri;Finland;EUROPE;795477188.0;Start;5.529
15549;Tiina Sanila;Finland;EUROPE;795532643.0;Start;5.529
15550;Susanna Huovinen;Finland;EUROPE;795748100.0;Stub;5.529
15551;Artturi Niemelä;Finland;EUROPE;795831600.0;Stub;5.529
15552;Kyösti Järvinen;Finland;EUROPE;795967838.0;Stub;5.529
15553;Kirsi Ojansuu;Finland;EUROPE;796118996.0;Stub;5.529
15554;Aleksi Randell;Finland;EUROPE;796494690.0;Stub;5.529
15555;Paavo Arhinmäki;Finland;EUROPE;796707550.0;Start;5.529
15556;Martti Korhonen;Finland;EUROPE;796707653.0;Stub;5.529
15557;Seppo Kääriäinen;Finland;EUROPE;796824340.0;Stub;5.529
15558;Artur Wuorimaa;Finland;EUROPE;796889970.0;Stub;5.529
15559;Annikki Paasikivi;Finland;EUROPE;796986515.0;Stub;5.529
15560;Antti Kuosmanen;Finland;EUROPE;796993998.0;Stub;5.529
15561;Antti Hackzell;Finland;EUROPE;796994056.0;Start;5.529
15562;Aarno Yrjö-Koskinen;Finland;EUROPE;797064591.0;Start;5.529
15563;Hjalmar J. Procopé;Finland;EUROPE;797065587.0;Start;5.529
15564;Onni Talas;Finland;EUROPE;797067445.0;Stub;5.529
15565;Heli Paasio;Finland;EUROPE;797103401.0;Stub;5.529
15566;Torsten Aminoff;Finland;EUROPE;797613770.0;Stub;5.529
15567;Maria Guzenina;Finland;EUROPE;797683867.0;C;5.529
15568;Matti Kekkonen;Finland;EUROPE;797800927.0;Stub;5.529
15569;Esko Vaartela;Finland;EUROPE;797974813.0;Stub;5.529
15570;Mikko Pesälä;Finland;EUROPE;798436915.0;Stub;5.529
15571;Hilda Käkikoski;Finland;EUROPE;798492698.0;Start;5.529
15572;Ozan Yanar;Finland;EUROPE;798508834.0;Stub;5.529
15573;Ossian Aschan;Finland;EUROPE;798564951.0;Stub;5.529
15574;Rolf Witting;Finland;EUROPE;798567091.0;Start;5.529
15575;Antti Lassila;Finland;EUROPE;798569014.0;Stub;5.529
15576;Gustaf Idman;Finland;EUROPE;798665482.0;Start;5.529
15577;Alexandra Gripenberg;Finland;EUROPE;798744148.0;Start;5.529
15578;Risto Hyvärinen;Finland;EUROPE;798844160.0;Stub;5.529
15579;Viveka Eriksson;Finland;EUROPE;798970887.0;Start;5.529
15580;Georg Magnus Sprengtporten;Finland;EUROPE;799002916.0;Start;5.529
15581;Hanna Mäntylä;Finland;EUROPE;799092606.0;Start;5.529
15582;Ville Niinistö;Finland;EUROPE;799216360.0;Start;5.529
15583;Jorma Inki;Finland;EUROPE;799216559.0;Stub;5.529
15584;Wäinö Wuolijoki;Finland;EUROPE;799248383.0;Start;5.529
15585;Osmo Väinölä;Finland;EUROPE;799377091.0;Stub;5.529
15586;Arvo Rytkönen;Finland;EUROPE;799391921.0;Stub;5.529
15587;Arto Tanner;Finland;EUROPE;799392240.0;Stub;5.529
15588;Ville Niskanen;Finland;EUROPE;799398464.0;Stub;5.529
15589;Anni Sinnemäki;Finland;EUROPE;799400351.0;Start;5.529
15590;Ensio Helaniemi;Finland;EUROPE;799401189.0;Stub;5.529
15591;Heikki Kalha;Finland;EUROPE;799403977.0;Stub;5.529
15592;Alexander Stubb;Finland;EUROPE;799702743.0;C;5.529
15593;Pia Kauma;Finland;EUROPE;799746777.0;Stub;5.529
15594;Jaakko Laajava;Finland;EUROPE;799873817.0;Start;5.529
15595;Rafael Erich;Finland;EUROPE;799874209.0;Stub;5.529
15596;Paavo Rantanen;Finland;EUROPE;799874502.0;Stub;5.529
15597;Eva-Christina Mäkeläinen;Finland;EUROPE;799875155.0;Stub;5.529
15598;Björn-Olof Alholm;Finland;EUROPE;799876121.0;Stub;5.529
15599;Åke Gartz;Finland;EUROPE;799882369.0;Start;5.529
15600;Anders Chydenius;Finland;EUROPE;799897686.0;C;5.529
15601;Helvi Sipilä;Finland;EUROPE;799902553.0;Start;5.529
15602;Allan Serlachius;Finland;EUROPE;799933660.0;Start;5.529
15603;Rudolf Holsti;Finland;EUROPE;800000208.0;Start;5.529
15604;Veera Ruoho;Finland;EUROPE;800559439.0;Stub;5.529
15605;Tarja Filatov;Finland;EUROPE;800572772.0;Stub;5.529
15606;Veijo Puhjo;Finland;EUROPE;800687614.0;Stub;5.529
15607;Paavo Hynninen;Finland;EUROPE;800881120.0;Start;5.529
15608;Otso Wartiovaara;Finland;EUROPE;800881303.0;Stub;5.529
15609;Hella Wuolijoki;Finland;EUROPE;800962635.0;Start;5.529
15610;Liisa Hyssälä;Finland;EUROPE;801049814.0;Stub;5.529
15611;Sakari Tuomioja;Finland;EUROPE;801092480.0;C;5.529
15612;Jani Toivola;Finland;EUROPE;801118074.0;Start;5.529
15613;Oras Tynkkynen;Finland;EUROPE;801118275.0;Start;5.529
15614;Pekka Haavisto;Finland;EUROPE;801118288.0;C;5.529
15615;Eeles Landström;Finland;EUROPE;801187106.0;C;5.529
15616;Eero Heinäluoma;Finland;EUROPE;801187759.0;Start;5.529
15617;Eino Uusitalo;Finland;EUROPE;801225122.0;Stub;5.529
15618;Eero Yrjölä;Finland;EUROPE;801368431.0;Stub;5.529
15619;Ann-Marie Nyroos;Finland;EUROPE;801390614.0;Stub;5.529
15620;Elisabeth Nauclér;Finland;EUROPE;801393566.0;Stub;5.529
15621;Arvid Genetz;Finland;EUROPE;801563460.0;Start;5.529
15622;Reino Ragnar Lehto;Finland;EUROPE;801691882.0;Stub;5.529
15623;Erkki Pystynen;Finland;EUROPE;801945366.0;Stub;5.529
15624;Ernst Nevanlinna;Finland;EUROPE;801980795.0;Stub;5.529
15625;Antti Isotalo (Jäger);Finland;EUROPE;802310899.0;Stub;5.529
15626;Carl Axel Gottlund;Finland;EUROPE;802319584.0;B;5.529
15627;Ben Zyskowicz;Finland;EUROPE;802477945.0;Start;5.529
15628;Anna-Maja Henriksson;Finland;EUROPE;802653992.0;Stub;5.529
15629;Tuija Brax;Finland;EUROPE;802654097.0;Stub;5.529
15630;Leena Luhtanen;Finland;EUROPE;802654175.0;Stub;5.529
15631;Karl Wiik;Finland;EUROPE;802710795.0;C;5.529
15632;Pentti Tiusanen;Finland;EUROPE;802850619.0;Stub;5.529
15633;Tony Halme;Finland;EUROPE;802919420.0;C;5.529
15634;Jan Vapaavuori;Finland;EUROPE;803033283.0;Start;5.529
15635;Elisabeth Rehn;Finland;EUROPE;803177052.0;Start;5.529
15636;Erkki Tuomioja;Finland;EUROPE;803234173.0;Start;5.529
15637;Hedvig Gebhard;Finland;EUROPE;803248122.0;Stub;5.529
15638;Christina Gestrin;Finland;EUROPE;803493681.0;Stub;5.529
15639;Katrin Sjögren;Finland;EUROPE;803723623.0;Stub;5.529
15640;Frederick Heiden;Finland;EUROPE;804180528.0;Start;5.529
15641;Yrjö Leino;Finland;EUROPE;804299960.0;C;5.529
15642;Sigurd Wettenhovi-Aspa;Finland;EUROPE;804564439.0;Stub;5.529
15643;President of Finland;Finland;EUROPE;804834818.0;C;5.529
15644;Maria Lohela;Finland;EUROPE;805022661.0;Start;5.529
15645;Pentti Arajärvi;Finland;EUROPE;805138682.0;Start;5.529
15646;Kalle Könkkölä;Finland;EUROPE;805217392.0;Stub;5.529
15647;Nasima Razmyar;Finland;EUROPE;805330123.0;Stub;5.529
15648;Zahra Abdulla;Finland;EUROPE;805330274.0;Start;5.529
15649;Tuula Haatainen;Finland;EUROPE;805506395.0;Stub;5.529
15650;Martti Salomies;Finland;EUROPE;805746455.0;Stub;5.529
15651;Jussi Niinistö;Finland;EUROPE;805908908.0;C;5.529
15652;Antti Kalliomäki;Finland;EUROPE;805921778.0;Start;5.529
15653;Reijo Hongisto;Finland;EUROPE;806199384.0;Stub;5.529
15654;Pauli Kiuru;Finland;EUROPE;806202702.0;Stub;5.529
15655;Sanna Marin;Finland;EUROPE;806357260.0;Start;5.529
15656;Pentti Oinonen;Finland;EUROPE;806385993.0;Stub;5.529
15657;Harry Harkimo;Finland;EUROPE;806497393.0;Stub;5.529
15658;Arto Bryggare;Finland;EUROPE;806524384.0;C;5.529
15659;Tarja Halonen;Finland;EUROPE;806539178.0;C;5.529
15660;Olavi J. Mattila;Finland;EUROPE;806697442.0;Start;5.529
15661;Mandi Hannula;Finland;EUROPE;806725259.0;Stub;5.529
15662;Silvia Modig;Finland;EUROPE;806750904.0;Stub;5.529
15663;Matti Semi;Finland;EUROPE;806751020.0;Stub;5.529
15664;Kari Uotila;Finland;EUROPE;806751062.0;Stub;5.529
15665;Pekka Sauri;Finland;EUROPE;806752008.0;Start;5.529
15666;Antero Vartia;Finland;EUROPE;806752191.0;Stub;5.529
15667;Emma Kari;Finland;EUROPE;806752257.0;Stub;5.529
15668;Johanna Karimäki;Finland;EUROPE;806752337.0;Stub;5.529
15669;Heli Järvinen;Finland;EUROPE;806752441.0;Stub;5.529
15670;Julius Krohn;Finland;EUROPE;806809857.0;Start;5.529
15671;Väinö Voionmaa;Finland;EUROPE;806838566.0;Start;5.529
15672;Aleksis Kivi;Finland;EUROPE;806856845.0;C;5.529
15673;Antti Rinne;Finland;EUROPE;807155206.0;Stub;5.529
15674;Mikael Jungner;Finland;EUROPE;807249736.0;Start;5.529
15675;Merja Kyllönen;Finland;EUROPE;807407055.0;Stub;5.529
15676;Ulf Sundqvist;Finland;EUROPE;807442052.0;Start;5.529
15677;Arja Alho;Finland;EUROPE;807442122.0;Stub;5.529
15678;Pertti Paasio;Finland;EUROPE;807442162.0;Stub;5.529
15679;Esko Kiviranta;Finland;EUROPE;807443136.0;Stub;5.529
15680;Mikko Alatalo;Finland;EUROPE;807443183.0;Stub;5.529
15681;Lasse Hautala;Finland;EUROPE;807443230.0;Stub;5.529
15682;Antti Kaikkonen;Finland;EUROPE;807443274.0;Stub;5.529
15683;Mauri Pekkarinen;Finland;EUROPE;807443372.0;Start;5.529
15684;Anu Vehviläinen;Finland;EUROPE;807443567.0;Stub;5.529
15685;Annika Saarikko;Finland;EUROPE;807443629.0;Stub;5.529
15686;Simo Rundgren;Finland;EUROPE;807444712.0;Stub;5.529
15687;Janne Seurujärvi;Finland;EUROPE;807444756.0;Stub;5.529
15688;Laura Kolbe;Finland;EUROPE;807445218.0;Start;5.529
15689;Timo Kalli;Finland;EUROPE;807445285.0;Stub;5.529
15690;Sirkka-Liisa Anttila;Finland;EUROPE;807445322.0;Start;5.529
15691;Daud Arsala;Afghanistan;ASIA;627547024.0;;38.928000000000004
15692;Murad Quenili;Afghanistan;ASIA;670462475.0;Stub;38.928000000000004
15693;Badar;Afghanistan;ASIA;671455150.0;Stub;38.928000000000004
15694;Mohammed Qalamuddin;Afghanistan;ASIA;671473289.0;Stub;38.928000000000004
15695;Faizanullah Faizan;Afghanistan;ASIA;703507854.0;Stub;38.928000000000004
15696;Mohammad Fahim Dashty;Afghanistan;ASIA;706112927.0;Stub;38.928000000000004
15697;Aamir Latif;Afghanistan;ASIA;708476182.0;Stub;38.928000000000004
15698;Mohammed Islam Mohammadi;Afghanistan;ASIA;709439380.0;Stub;38.928000000000004
15699;Musa Hotak;Afghanistan;ASIA;710004254.0;Stub;38.928000000000004
15700;Naqibullah Orya Khail;Afghanistan;ASIA;710066519.0;Start;38.928000000000004
15701;Hazrat-U-Din;Afghanistan;ASIA;710715953.0;Stub;38.928000000000004
15702;Qari Ziauddin;Afghanistan;ASIA;712832121.0;Start;38.928000000000004
15703;Mohammad Siddiq Chakari;Afghanistan;ASIA;713113246.0;Stub;38.928000000000004
15704;Sayed Abdul Karim Hashimi;Afghanistan;ASIA;715179680.0;Stub;38.928000000000004
15705;Mohammad Nabi Safi;Afghanistan;ASIA;715926834.0;Stub;38.928000000000004
15706;Shah Mahmood Safi;Afghanistan;ASIA;715926905.0;Stub;38.928000000000004
15707;Zefnoon Safai;Afghanistan;ASIA;716814855.0;Stub;38.928000000000004
15708;Abdul Zahir (Konar Education Minister);Afghanistan;ASIA;717252806.0;Stub;38.928000000000004
15709;Mohammad Daud Miraki;Afghanistan;ASIA;717365624.0;Start;38.928000000000004
15710;Osman Osmani;Afghanistan;ASIA;717366122.0;Stub;38.928000000000004
15711;Shahnaz Himmeti;Afghanistan;ASIA;717624594.0;Stub;38.928000000000004
15712;Zahera Ahmadyar Mawlayee;Afghanistan;ASIA;717733887.0;Stub;38.928000000000004
15713;Malali Ishaqzai;Afghanistan;ASIA;717743144.0;Stub;38.928000000000004
15714;Mohammad Hashem Taufiqui;Afghanistan;ASIA;717921766.0;Start;38.928000000000004
15715;Khalid Farooqi;Afghanistan;ASIA;718002836.0;Stub;38.928000000000004
15716;Muhammad Hashim Esmatullahi;Afghanistan;ASIA;718019701.0;Stub;38.928000000000004
15717;Khairullah Anosh;Afghanistan;ASIA;718052714.0;Stub;38.928000000000004
15718;Abdul Baqi Turkistani;Afghanistan;ASIA;718250607.0;Stub;38.928000000000004
15719;Zabih-U-llah Ghazi Noristani;Afghanistan;ASIA;718362010.0;Start;38.928000000000004
15720;Hasan Ali Sultani;Afghanistan;ASIA;718362588.0;Stub;38.928000000000004
15721;Ghulam Faroq Nijrabi;Afghanistan;ASIA;718364221.0;Stub;38.928000000000004
15722;Sahib Rahman;Afghanistan;ASIA;718382045.0;Stub;38.928000000000004
15723;Gul Haar Jalal;Afghanistan;ASIA;718383950.0;Stub;38.928000000000004
15724;Sahira Sharif;Afghanistan;ASIA;718384584.0;Start;38.928000000000004
15725;Toorpekai;Afghanistan;ASIA;718384771.0;Stub;38.928000000000004
15726;Baktash Siawash;Afghanistan;ASIA;718882885.0;Stub;38.928000000000004
15727;Mohammed Tahir Omar;Afghanistan;ASIA;718933282.0;Stub;38.928000000000004
15728;Abdul Malik Hamwar;Afghanistan;ASIA;720125764.0;Stub;38.928000000000004
15729;Syed Gulam Farooq Mirranay;Afghanistan;ASIA;720408323.0;C;38.928000000000004
15730;Abdul Bagi Baryal;Afghanistan;ASIA;720586068.0;Stub;38.928000000000004
15731;Nasruddin Mohseni;Afghanistan;ASIA;721524808.0;Start;38.928000000000004
15732;Ahmad Khan Samangani;Afghanistan;ASIA;721999414.0;Start;38.928000000000004
15733;Awtar Singh;Afghanistan;ASIA;722198152.0;Stub;38.928000000000004
15734;Alhaj Mutalib Baig;Afghanistan;ASIA;722893996.0;Start;38.928000000000004
15735;Al-Haj Suliman Yari;Afghanistan;ASIA;723481980.0;Stub;38.928000000000004
15736;Mohammad Ghous Bashiri;Afghanistan;ASIA;723709911.0;Stub;38.928000000000004
15737;Zalmai Mojadidi;Afghanistan;ASIA;724355183.0;Start;38.928000000000004
15738;Sayed Jalal;Afghanistan;ASIA;726625715.0;Start;38.928000000000004
15739;List of rulers of Afghanistan;Afghanistan;ASIA;727899635.0;Stub;38.928000000000004
15740;Fariba Ahmadi Kakar;Afghanistan;ASIA;728644481.0;Stub;38.928000000000004
15741;Sultan Jan;Afghanistan;ASIA;729099380.0;Stub;38.928000000000004
15742;Majah Ha Adrif;Afghanistan;ASIA;729386082.0;Start;38.928000000000004
15743;Mohammad Gul (Helmand Council);Afghanistan;ASIA;730949872.0;Stub;38.928000000000004
15744;Ahmad Shah Khan Asakzai;Afghanistan;ASIA;731353196.0;Stub;38.928000000000004
15745;Kashmir Khan;Afghanistan;ASIA;731397902.0;Start;38.928000000000004
15746;Haroon al-Afghani;Afghanistan;ASIA;731512019.0;C;38.928000000000004
15747;Nematullah Shahrani;Afghanistan;ASIA;737761144.0;Stub;38.928000000000004
15748;Abdul Hadi Arghandiwal;Afghanistan;ASIA;739136660.0;Stub;38.928000000000004
15749;Abdul Hafiz Mansoor;Afghanistan;ASIA;739695950.0;Stub;38.928000000000004
15750;Mohammad Daud Sultanzoy;Afghanistan;ASIA;741518574.0;Start;38.928000000000004
15751;Abdul Qayum Wardak;Afghanistan;ASIA;742229423.0;Stub;38.928000000000004
15752;Abdullah Khan Tarzi;Afghanistan;ASIA;742237237.0;Start;38.928000000000004
15753;Mohammad Aman;Afghanistan;ASIA;745190115.0;Stub;38.928000000000004
15754;Qutbuddin Hilal;Afghanistan;ASIA;746242701.0;Start;38.928000000000004
15755;Zabihullah (Balkh);Afghanistan;ASIA;747783201.0;Stub;38.928000000000004
15756;Razaq Mamoon;Afghanistan;ASIA;748084336.0;Start;38.928000000000004
15757;Sayed Nasim Mihanparast;Afghanistan;ASIA;748224926.0;Stub;38.928000000000004
15758;Said Mohammad Ali Jawid;Afghanistan;ASIA;748594441.0;Stub;38.928000000000004
15759;Azizullah Lodin;Afghanistan;ASIA;748841875.0;Start;38.928000000000004
15760;Mirwais Sadiq;Afghanistan;ASIA;749355761.0;Stub;38.928000000000004
15761;List of governors of Jowzjan;Afghanistan;ASIA;749593657.0;Stub;38.928000000000004
15762;Ghulam Dastagir Azad;Afghanistan;ASIA;749952986.0;Stub;38.928000000000004
15763;Mohammad Omar (Afghan governor);Afghanistan;ASIA;750347412.0;Start;38.928000000000004
15764;Atiqullah Ludin;Afghanistan;ASIA;750535372.0;Stub;38.928000000000004
15765;Hamidullah Qalandarzai;Afghanistan;ASIA;750544170.0;Stub;38.928000000000004
15766;Mohammad Iqbal Azizi;Afghanistan;ASIA;750549549.0;Stub;38.928000000000004
15767;Hakim Taniwal;Afghanistan;ASIA;750561890.0;Start;38.928000000000004
15768;Abdul Ghani Ghani;Afghanistan;ASIA;751150581.0;Stub;38.928000000000004
15769;Amin Karim;Afghanistan;ASIA;751299201.0;Start;38.928000000000004
15770;Pacha Gul Wafadar;Afghanistan;ASIA;751959879.0;Stub;38.928000000000004
15771;Ghulam Qawis Abubaker;Afghanistan;ASIA;752026068.0;Stub;38.928000000000004
15772;Sayed Ahmad Haqbeen;Afghanistan;ASIA;752332885.0;Stub;38.928000000000004
15773;Abdul Sattar Murad;Afghanistan;ASIA;753124044.0;Stub;38.928000000000004
15774;Hanifa Safi;Afghanistan;ASIA;754262111.0;Stub;38.928000000000004
15775;Sardar Mohammad Nadir Naeem;Afghanistan;ASIA;755110536.0;Stub;38.928000000000004
15776;Burhanullah Shinwari;Afghanistan;ASIA;755254358.0;Stub;38.928000000000004
15777;Nasrullah Baryalai Arsalai;Afghanistan;ASIA;755339031.0;Start;38.928000000000004
15778;Rafiullah Bidar;Afghanistan;ASIA;755351182.0;Stub;38.928000000000004
15779;Sayed Mohammad Gulabzoy;Afghanistan;ASIA;756609530.0;Start;38.928000000000004
15780;Habibullah Qaderi;Afghanistan;ASIA;757538650.0;Stub;38.928000000000004
15781;Lutfullah Mashal;Afghanistan;ASIA;757800105.0;Start;38.928000000000004
15782;Massouda Jalal;Afghanistan;ASIA;759405630.0;Start;38.928000000000004
15783;Davood Moradian;Afghanistan;ASIA;759449241.0;Stub;38.928000000000004
15784;Ghulam Mohammad Rigi;Afghanistan;ASIA;759489824.0;Stub;38.928000000000004
15785;Shafiqa Habibi;Afghanistan;ASIA;759778743.0;C;38.928000000000004
15786;Ghulam Mohammad Ghobar;Afghanistan;ASIA;761685512.0;Stub;38.928000000000004
15787;List of ambassadors of Afghanistan;Afghanistan;ASIA;762527227.0;Stub;38.928000000000004
15788;Sayed Mustafa Kazemi;Afghanistan;ASIA;763083773.0;Stub;38.928000000000004
15789;Tayyab Agha;Afghanistan;ASIA;763438364.0;Stub;38.928000000000004
15790;Abdul Wahed Sorabi;Afghanistan;ASIA;764743041.0;Stub;38.928000000000004
15791;Mohammad Ghous;Afghanistan;ASIA;765965877.0;Stub;38.928000000000004
15792;Ahmad Wali Massoud;Afghanistan;ASIA;766167980.0;Stub;38.928000000000004
15793;Jan Baz;Afghanistan;ASIA;766272734.0;Stub;38.928000000000004
15794;Mohammad Nasim Faqiri;Afghanistan;ASIA;766309040.0;Start;38.928000000000004
15795;Cheragh Ali Cheragh;Afghanistan;ASIA;767150678.0;Start;38.928000000000004
15796;Saber Sangar;Afghanistan;ASIA;767427725.0;Stub;38.928000000000004
15797;Ravan A. G. Farhâdi;Afghanistan;ASIA;768137506.0;C;38.928000000000004
15798;Faizullah Kakar;Afghanistan;ASIA;769025347.0;C;38.928000000000004
15799;Faramarz Tamanna;Afghanistan;ASIA;769061187.0;C;38.928000000000004
15800;Sohaila Sharifi;Afghanistan;ASIA;770239277.0;Stub;38.928000000000004
15801;Enayatullah Nazari;Afghanistan;ASIA;770448889.0;Stub;38.928000000000004
15802;Mohammad Ishaq Aloko;Afghanistan;ASIA;770905450.0;Start;38.928000000000004
15803;Mohammad Hashim Khan;Afghanistan;ASIA;771055245.0;Stub;38.928000000000004
15804;Sultan Hamid Sultan;Afghanistan;ASIA;772765313.0;Stub;38.928000000000004
15805;Hajji Muhammad Arif Zarif;Afghanistan;ASIA;772804054.0;Stub;38.928000000000004
15806;Sayed Zafar Hashemi;Afghanistan;ASIA;774179658.0;Stub;38.928000000000004
15807;Anarkali Kaur Honaryar;Afghanistan;ASIA;774499188.0;Start;38.928000000000004
15808;Ismail Qasim Yar;Afghanistan;ASIA;775523762.0;Stub;38.928000000000004
15809;Sima Samar;Afghanistan;ASIA;775966269.0;C;38.928000000000004
15810;Mohammed Rafie;Afghanistan;ASIA;776933374.0;Stub;38.928000000000004
15811;Habibullah Jan;Afghanistan;ASIA;777525023.0;Stub;38.928000000000004
15812;Mohammad Sarwar Ahmadzai;Afghanistan;ASIA;777625464.0;Start;38.928000000000004
15813;Abdul Malik Anwar;Afghanistan;ASIA;777874646.0;Stub;38.928000000000004
15814;Husn Banu Ghazanfar;Afghanistan;ASIA;778690357.0;Start;38.928000000000004
15815;Nur ul-Haq Ulumi;Afghanistan;ASIA;779084312.0;C;38.928000000000004
15816;Roqia Abubakr;Afghanistan;ASIA;779389407.0;Stub;38.928000000000004
15817;Rahila Bibi Kobra Alamshahi;Afghanistan;ASIA;779389809.0;Stub;38.928000000000004
15818;Khadija Ahrari;Afghanistan;ASIA;779839643.0;Stub;38.928000000000004
15819;Sharif Fayez;Afghanistan;ASIA;780326218.0;Stub;38.928000000000004
15820;Mohammad Asim Asim;Afghanistan;ASIA;780468605.0;Stub;38.928000000000004
15821;Mohibullah Samim;Afghanistan;ASIA;780566383.0;Stub;38.928000000000004
15822;Musa Khan Ahmadzai;Afghanistan;ASIA;780765630.0;Stub;38.928000000000004
15823;Mohammad Tamim Nuristani;Afghanistan;ASIA;780939825.0;Stub;38.928000000000004
15824;Jamaluddin Badr;Afghanistan;ASIA;780939867.0;Start;38.928000000000004
15825;Mohammed Hashim Watanwal;Afghanistan;ASIA;780940202.0;Start;38.928000000000004
15826;Munshi Abdul Majid;Afghanistan;ASIA;781002628.0;Start;38.928000000000004
15827;Mohammad Hashim Zare;Afghanistan;ASIA;781002810.0;Stub;38.928000000000004
15828;Roohul Amin;Afghanistan;ASIA;781002975.0;Stub;38.928000000000004
15829;Mohammad Akbar Barakzai;Afghanistan;ASIA;781167880.0;Stub;38.928000000000004
15830;Mohammad Bashir Qant Chah Abi;Afghanistan;ASIA;781169029.0;Stub;38.928000000000004
15831;Abdul Hai Neamati;Afghanistan;ASIA;781990193.0;Stub;38.928000000000004
15832;Abdul Qadir Nuristani;Afghanistan;ASIA;781990452.0;Stub;38.928000000000004
15833;Baz Mohammad Ahmadi;Afghanistan;ASIA;782271549.0;Stub;38.928000000000004
15834;Ibrahim Malikzada;Afghanistan;ASIA;782271562.0;Stub;38.928000000000004
15835;Sayyed Mohammad Eqbal Munib;Afghanistan;ASIA;782271570.0;Stub;38.928000000000004
15836;Bashir Baghlani;Afghanistan;ASIA;782663330.0;Start;38.928000000000004
15837;Fazal Haq Mujahid;Afghanistan;ASIA;782845346.0;C;38.928000000000004
15838;Atiqullah Atifmal;Afghanistan;ASIA;782848556.0;C;38.928000000000004
15839;Mahboba Hoqomal;Afghanistan;ASIA;782978230.0;Stub;38.928000000000004
15840;Mohammad Shakir Kargar;Afghanistan;ASIA;783321773.0;Stub;38.928000000000004
15841;Mahbob-U-lah Koshani;Afghanistan;ASIA;783717361.0;Stub;38.928000000000004
15842;Mohammad Khan (athlete);Afghanistan;ASIA;783898506.0;Stub;38.928000000000004
15843;Samoud Khan;Afghanistan;ASIA;785150345.0;Start;38.928000000000004
15844;Salamat Azimi;Afghanistan;ASIA;785284556.0;Start;38.928000000000004
15845;Delbar Nazari;Afghanistan;ASIA;785284614.0;Start;38.928000000000004
15846;Hamidullah Niyazmand;Afghanistan;ASIA;785352771.0;Stub;38.928000000000004
